3.002000000000000000e+03,4.627870000000000000e+05,1.207987000000000000e+06
3.005000000000000000e+03,4.454880000000000000e+05,1.138998000000000000e+06
3.006000000000000000e+03,4.395490000000000000e+05,1.174239000000000000e+06
3.008000000000000000e+03,4.208590000000000000e+05,1.071954000000000000e+06
3.010000000000000000e+03,2.625610000000000000e+05,1.024258000000000000e+06
3.014000000000000000e+03,3.963760000000000000e+05,1.136938000000000000e+06
3.017000000000000000e+03,3.483170000000000000e+05,1.007324000000000000e+06
3.023000000000000000e+03,7.548800000000000000e+04,8.436240000000000000e+05
3.026000000000000000e+03,1.465700000000000000e+05,9.334840000000000000e+05
3.031000000000000000e+03,2.273590000000000000e+05,8.733880000000000000e+05
3.034000000000000000e+03,1.846160000000000000e+05,8.921790000000000000e+05
3.037000000000000000e+03,1.699510000000000000e+05,8.260460000000000000e+05
3.039000000000000000e+03,1.789310000000000000e+05,8.422860000000000000e+05
3.041000000000000000e+03,2.190030000000000000e+05,7.734260000000000000e+05
3.044000000000000000e+03,2.574380000000000000e+05,9.352850000000000000e+05
3.047000000000000000e+03,2.355150000000000000e+05,7.783140000000000000e+05
3.062000000000000000e+03,2.832450000000000000e+05,8.825220000000000000e+05
3.063000000000000000e+03,2.894020000000000000e+05,8.155160000000000000e+05
3.065000000000000000e+03,3.012120000000000000e+05,8.040790000000000000e+05
3.066000000000000000e+03,3.065750000000000000e+05,8.633120000000000000e+05
3.068000000000000000e+03,3.216400000000000000e+05,8.704530000000000000e+05
3.072000000000000000e+03,3.137500000000000000e+05,7.777410000000000000e+05
3.075000000000000000e+03,3.368890000000000000e+05,9.518110000000000000e+05
3.080000000000000000e+03,3.496080000000000000e+05,7.994180000000000000e+05
3.088000000000000000e+03,3.838140000000000000e+05,7.732050000000000000e+05
3.091000000000000000e+03,3.880200000000000000e+05,8.140450000000000000e+05
3.092000000000000000e+03,4.140630000000000000e+05,8.455560000000000000e+05
3.100000000000000000e+03,9.963400000000000000e+04,7.449020000000000000e+05
3.105000000000000000e+03,1.318830000000000000e+05,6.515360000000000000e+05
3.111000000000000000e+03,1.660210000000000000e+05,6.216840000000000000e+05
3.132000000000000000e+03,2.118800000000000000e+05,5.564110000000000000e+05
3.134000000000000000e+03,2.417970000000000000e+05,6.722220000000000000e+05
3.136000000000000000e+03,2.370140000000000000e+05,6.278360000000000000e+05
3.144000000000000000e+03,2.929500000000000000e+05,7.169740000000000000e+05
3.148000000000000000e+03,2.571630000000000000e+05,7.273840000000000000e+05
3.153000000000000000e+03,2.704380000000000000e+05,5.468790000000000000e+05
3.155000000000000000e+03,2.909960000000000000e+05,6.390770000000000000e+05
3.158000000000000000e+03,3.760370000000000000e+05,6.471300000000000000e+05
3.162000000000000000e+03,3.228630000000000000e+05,6.032220000000000000e+05
3.166000000000000000e+03,3.168190000000000000e+05,6.719060000000000000e+05
3.171000000000000000e+03,3.465610000000000000e+05,7.215280000000000000e+05
3.173000000000000000e+03,3.261590000000000000e+05,6.699550000000000000e+05
3.204000000000000000e+03,2.278630000000000000e+05,4.684380000000000000e+05
3.210000000000000000e+03,2.954230000000000000e+05,5.147250000000000000e+05
3.212000000000000000e+03,3.247370000000000000e+05,5.252760000000000000e+05
3.214000000000000000e+03,3.173110000000000000e+05,4.715370000000000000e+05
3.220000000000000000e+03,3.381370000000000000e+05,5.602420000000000000e+05
3.224000000000000000e+03,3.649580000000000000e+05,5.729720000000000000e+05
3.225000000000000000e+03,3.558650000000000000e+05,5.118450000000000000e+05
3.226000000000000000e+03,3.731360000000000000e+05,5.191660000000000000e+05
3.227000000000000000e+03,3.710850000000000000e+05,5.320870000000000000e+05
3.230000000000000000e+03,3.821220000000000000e+05,5.988000000000000000e+05
3.238000000000000000e+03,4.075790000000000000e+05,5.691670000000000000e+05
3.240000000000000000e+03,4.254200000000000000e+05,6.137480000000000000e+05
3.257000000000000000e+03,4.304900000000000000e+05,4.894770000000000000e+05
3.261000000000000000e+03,4.381920000000000000e+05,4.709510000000000000e+05
3.265000000000000000e+03,4.403490000000000000e+05,4.784250000000000000e+05
3.266000000000000000e+03,4.492020000000000000e+05,4.618190000000000000e+05
3.275000000000000000e+03,4.733530000000000000e+05,5.196760000000000000e+05
3.281000000000000000e+03,4.867050000000000000e+05,4.976500000000000000e+05
3.292000000000000000e+03,5.200080000000000000e+05,4.667840000000000000e+05
3.301000000000000000e+03,2.411700000000000000e+05,3.770950000000000000e+05
3.302000000000000000e+03,2.311010000000000000e+05,3.755480000000000000e+05
3.305000000000000000e+03,2.706250000000000000e+05,3.557220000000000000e+05
3.313000000000000000e+03,2.989200000000000000e+05,3.755190000000000000e+05
3.316000000000000000e+03,3.293200000000000000e+05,4.008970000000000000e+05
3.318000000000000000e+03,3.320060000000000000e+05,4.305680000000000000e+05
3.321000000000000000e+03,3.343820000000000000e+05,3.637720000000000000e+05
3.330000000000000000e+03,4.012350000000000000e+05,3.595380000000000000e+05
3.344000000000000000e+03,4.088540000000000000e+05,4.356440000000000000e+05
3.346000000000000000e+03,4.221260000000000000e+05,4.134350000000000000e+05
3.350000000000000000e+03,4.278020000000000000e+05,3.929940000000000000e+05
3.351000000000000000e+03,3.746120000000000000e+05,3.856390000000000000e+05
3.354000000000000000e+03,4.504110000000000000e+05,3.468960000000000000e+05
3.355000000000000000e+03,4.527480000000000000e+05,4.377120000000000000e+05
3.373000000000000000e+03,4.966930000000000000e+05,3.809880000000000000e+05
3.377000000000000000e+03,4.992370000000000000e+05,3.643470000000000000e+05
3.379000000000000000e+03,5.006860000000000000e+05,3.494650000000000000e+05
3.382000000000000000e+03,5.031400000000000000e+05,4.423360000000000000e+05
3.385000000000000000e+03,5.428180000000000000e+05,3.988470000000000000e+05
3.391000000000000000e+03,5.228720000000000000e+05,3.555450000000000000e+05
3.392000000000000000e+03,5.519380000000000000e+05,3.563770000000000000e+05
3.405000000000000000e+03,2.157800000000000000e+05,3.241050000000000000e+05
3.409000000000000000e+03,2.936170000000000000e+05,3.347910000000000000e+05
3.410000000000000000e+03,3.011170000000000000e+05,3.198320000000000000e+05
3.414000000000000000e+03,3.551090000000000000e+05,3.208110000000000000e+05
3.462000000000000000e+03,5.038850000000000000e+05,3.032400000000000000e+05
3.469000000000000000e+03,5.436780000000000000e+05,3.320770000000000000e+05
3.482000000000000000e+03,5.737490000000000000e+05,3.089000000000000000e+05
3.488000000000000000e+03,6.105740000000000000e+05,3.437740000000000000e+05
3.497000000000000000e+03,6.542320000000000000e+05,3.031820000000000000e+05
3.502000000000000000e+03,2.244030000000000000e+05,2.514080000000000000e+05
3.503000000000000000e+03,2.672270000000000000e+05,2.723360000000000000e+05
3.507000000000000000e+03,2.892550000000000000e+05,2.421930000000000000e+05
3.520000000000000000e+03,3.397930000000000000e+05,2.597900000000000000e+05
3.522000000000000000e+03,3.452770000000000000e+05,2.430400000000000000e+05
3.529000000000000000e+03,3.978390000000000000e+05,2.501910000000000000e+05
3.535000000000000000e+03,4.216250000000000000e+05,2.872780000000000000e+05
3.544000000000000000e+03,4.455130000000000000e+05,2.745370000000000000e+05
3.560000000000000000e+03,5.047910000000000000e+05,2.605300000000000000e+05
3.590000000000000000e+03,6.032350000000000000e+05,2.506720000000000000e+05
3.604000000000000000e+03,1.882380000000000000e+05,2.064840000000000000e+05
3.605000000000000000e+03,2.365840000000000000e+05,2.046830000000000000e+05
3.609000000000000000e+03,2.626550000000000000e+05,1.872110000000000000e+05
3.628000000000000000e+03,3.596430000000000000e+05,1.799470000000000000e+05
3.629000000000000000e+03,3.503270000000000000e+05,1.781400000000000000e+05
3.647000000000000000e+03,4.219240000000000000e+05,2.187610000000000000e+05
3.649000000000000000e+03,4.288730000000000000e+05,2.076730000000000000e+05
3.658000000000000000e+03,4.624090000000000000e+05,1.912920000000000000e+05
3.660000000000000000e+03,4.830590000000000000e+05,1.989300000000000000e+05
3.672000000000000000e+03,5.098570000000000000e+05,1.846440000000000000e+05
3.680000000000000000e+03,5.138740000000000000e+05,2.125490000000000000e+05
3.684000000000000000e+03,5.686580000000000000e+05,2.252200000000000000e+05
3.693000000000000000e+03,5.965150000000000000e+05,1.872600000000000000e+05
3.696000000000000000e+03,6.262060000000000000e+05,2.219180000000000000e+05
3.707000000000000000e+03,2.495040000000000000e+05,1.337190000000000000e+05
3.710000000000000000e+03,2.868350000000000000e+05,1.327640000000000000e+05
3.716000000000000000e+03,3.004470000000000000e+05,1.696390000000000000e+05
3.740000000000000000e+03,4.012770000000000000e+05,1.778960000000000000e+05
3.743000000000000000e+03,4.128830000000000000e+05,1.445480000000000000e+05
3.746000000000000000e+03,4.175760000000000000e+05,1.408910000000000000e+05
3.749000000000000000e+03,4.303830000000000000e+05,1.390600000000000000e+05
3.761000000000000000e+03,4.745930000000000000e+05,1.487420000000000000e+05
3.768000000000000000e+03,4.860890000000000000e+05,1.544840000000000000e+05
3.769000000000000000e+03,5.248500000000000000e+05,1.385920000000000000e+05
3.770000000000000000e+03,5.296890000000000000e+05,1.795480000000000000e+05
3.772000000000000000e+03,5.077270000000000000e+05,1.771440000000000000e+05
3.781000000000000000e+03,5.337410000000000000e+05,1.573970000000000000e+05
3.784000000000000000e+03,5.610370000000000000e+05,1.767710000000000000e+05
3.796000000000000000e+03,6.344700000000000000e+05,1.424170000000000000e+05
3.797000000000000000e+03,6.321860000000000000e+05,1.664870000000000000e+05
3.803000000000000000e+03,9.143800000000000000e+04,1.073400000000000000e+04
3.808000000000000000e+03,1.623240000000000000e+05,4.053900000000000000e+04
3.809000000000000000e+03,1.663790000000000000e+05,2.543500000000000000e+04
3.823000000000000000e+03,2.109570000000000000e+05,7.008700000000000000e+04
3.827000000000000000e+03,2.494830000000000000e+05,5.215300000000000000e+04
3.839000000000000000e+03,3.012950000000000000e+05,9.353300000000000000e+04
3.840000000000000000e+03,3.133290000000000000e+05,1.082240000000000000e+05
3.853000000000000000e+03,3.556940000000000000e+05,1.243710000000000000e+05
3.857000000000000000e+03,3.681920000000000000e+05,6.867600000000000000e+04
3.862000000000000000e+03,4.118700000000000000e+05,9.817200000000000000e+04
3.866000000000000000e+03,4.496720000000000000e+05,7.437300000000000000e+04
